測站,日期,小時,PM2.5_Value,PM25_Lag_1h,PM25_Lag_2h,PM25_Lag_24h
松山站,2023/11/2,1,1,5,7,7
松山站,2023/11/2,2,4,1,5,7
松山站,2023/11/2,3,8,4,1,7
松山站,2023/11/2,4,7,8,4,11
松山站,2023/11/2,5,6,7,8,8
松山站,2023/11/2,6,4,6,7,12
松山站,2023/11/2,7,6,4,6,12
松山站,2023/11/2,8,10,6,4,16
松山站,2023/11/2,9,9,10,6,11
松山站,2023/11/2,10,9,9,10,10
松山站,2023/11/2,11,12,9,9,10
松山站,2023/11/2,12,10,12,9,11
松山站,2023/11/2,13,6,10,12,12
松山站,2023/11/2,14,6,6,10,11
松山站,2023/11/2,15,21,6,6,9
松山站,2023/11/2,16,34,21,6,9
松山站,2023/11/2,17,9,34,21,12
松山站,2023/11/2,18,8,9,34,11
松山站,2023/11/2,19,9,8,9,10
松山站,2023/11/2,20,10,9,8,11
松山站,2023/11/2,21,11,10,9,7
松山站,2023/11/2,22,11,11,10,5
松山站,2023/11/2,23,12,11,11,7
松山站,2023/11/3,0,10,12,11,5
松山站,2023/11/3,1,10,10,12,1
松山站,2023/11/3,2,9,10,10,4
松山站,2023/11/3,3,9,9,10,8
松山站,2023/11/3,4,8,9,9,7
松山站,2023/11/3,5,11,8,9,6
松山站,2023/11/3,6,14,11,8,4
松山站,2023/11/3,7,11,14,11,6
松山站,2023/11/3,8,15,11,14,10
松山站,2023/11/3,9,20,15,11,9
松山站,2023/11/3,10,22,20,15,9
松山站,2023/11/3,11,27,22,20,12
松山站,2023/11/3,12,23,27,22,10
松山站,2023/11/3,13,22,23,27,6
松山站,2023/11/3,14,20,22,23,6
松山站,2023/11/3,15,13,20,22,21
松山站,2023/11/3,16,21,13,20,34
松山站,2023/11/3,17,18,21,13,9
松山站,2023/11/3,18,16,18,21,8
松山站,2023/11/3,19,15,16,18,9
松山站,2023/11/3,20,10,15,16,10
松山站,2023/11/3,21,6,10,15,11
松山站,2023/11/3,22,8,6,10,11
松山站,2023/11/3,23,6,8,6,12
松山站,2023/11/4,0,7,6,8,10
松山站,2023/11/4,1,8,7,6,10
松山站,2023/11/4,2,10,8,7,9
松山站,2023/11/4,3,10,10,8,9
松山站,2023/11/4,4,8,10,10,8
松山站,2023/11/4,5,7,8,10,11
松山站,2023/11/4,6,5,7,8,14
松山站,2023/11/4,7,10,5,7,11
松山站,2023/11/4,8,9,10,5,15
松山站,2023/11/4,9,15,9,10,20
松山站,2023/11/4,10,9,15,9,22
松山站,2023/11/4,11,7,9,15,27
松山站,2023/11/4,12,6,7,9,23
松山站,2023/11/4,13,16,6,7,22
松山站,2023/11/4,14,20,16,6,20
松山站,2023/11/4,15,11,20,16,13
松山站,2023/11/4,16,11,11,20,21
松山站,2023/11/4,17,11,11,11,18
松山站,2023/11/4,18,13,11,11,16
松山站,2023/11/4,19,12,13,11,15
松山站,2023/11/4,20,11,12,13,10
松山站,2023/11/4,21,10,11,12,6
松山站,2023/11/4,22,8,10,11,8
松山站,2023/11/4,23,9,8,10,6
松山站,2023/11/5,0,7,9,8,7
松山站,2023/11/5,1,7,7,9,8
松山站,2023/11/5,2,5,7,7,10
松山站,2023/11/5,3,7,5,7,10
松山站,2023/11/5,4,9,7,5,8
松山站,2023/11/5,5,9,9,7,7
松山站,2023/11/5,6,4,9,9,5
松山站,2023/11/5,7,10,4,9,10
松山站,2023/11/5,8,9,10,4,9
松山站,2023/11/5,9,13,9,10,15
松山站,2023/11/5,10,15,13,9,9
松山站,2023/11/5,11,27,15,13,7
松山站,2023/11/5,12,25,27,15,6
松山站,2023/11/5,13,29,25,27,16
松山站,2023/11/5,14,24,29,25,20
松山站,2023/11/5,15,24,24,29,11
松山站,2023/11/5,16,17,24,24,11
松山站,2023/11/5,17,15,17,24,11
松山站,2023/11/5,18,15,15,17,13
松山站,2023/11/5,19,19,15,15,12
松山站,2023/11/5,20,19,19,15,11
松山站,2023/11/5,21,17,19,19,10
松山站,2023/11/5,22,15,17,19,8
松山站,2023/11/5,23,19,15,17,9
松山站,2023/11/6,0,9,19,15,7
松山站,2023/11/6,1,12,9,19,7
松山站,2023/11/6,2,12,12,9,5
松山站,2023/11/6,3,15,12,12,7
松山站,2023/11/6,4,15,15,12,9
松山站,2023/11/6,5,9,15,15,9
松山站,2023/11/6,6,14,9,15,4
松山站,2023/11/6,7,16,14,9,10
松山站,2023/11/6,8,16,16,14,9
松山站,2023/11/6,9,14,16,16,13
松山站,2023/11/6,10,11,14,16,15
松山站,2023/11/6,11,14,11,14,27
松山站,2023/11/6,12,25,14,11,25
松山站,2023/11/6,13,26,25,14,29
松山站,2023/11/6,14,19,26,25,24
松山站,2023/11/6,15,29,19,26,24
松山站,2023/11/6,16,27,29,19,17
松山站,2023/11/6,17,18,27,29,15
松山站,2023/11/6,18,18,18,27,15
松山站,2023/11/6,19,19,18,18,19
松山站,2023/11/6,20,19,19,18,19
松山站,2023/11/6,21,18,19,19,17
松山站,2023/11/6,22,19,18,19,15
松山站,2023/11/6,23,20,19,18,19
松山站,2023/11/7,0,22,20,19,9
松山站,2023/11/7,1,21,22,20,12
松山站,2023/11/7,2,22,21,22,12
松山站,2023/11/7,3,17,22,21,15
松山站,2023/11/7,4,20,17,22,15
松山站,2023/11/7,5,15,20,17,9
松山站,2023/11/7,6,13,15,20,14
松山站,2023/11/7,7,13,13,15,16
松山站,2023/11/7,8,14,13,13,16
松山站,2023/11/7,9,16,14,13,14
松山站,2023/11/7,10,14,16,14,11
松山站,2023/11/7,11,15,14,16,14
松山站,2023/11/7,12,12,15,14,25
松山站,2023/11/7,13,14,12,15,26
松山站,2023/11/7,14,18,14,12,19
松山站,2023/11/7,15,14,18,14,29
松山站,2023/11/7,16,18,14,18,27
松山站,2023/11/7,17,19,18,14,18
松山站,2023/11/7,18,24,19,18,18
松山站,2023/11/7,19,20,24,19,19
松山站,2023/11/7,20,16,20,24,19
松山站,2023/11/7,21,17,16,20,18
松山站,2023/11/7,22,19,17,16,19
松山站,2023/11/7,23,13,19,17,20
松山站,2023/11/8,0,11,13,19,22
松山站,2023/11/8,1,12,11,13,21
松山站,2023/11/8,2,14,12,11,22
松山站,2023/11/8,3,15,14,12,17
松山站,2023/11/8,4,14,15,14,20
松山站,2023/11/8,5,14,14,15,15
松山站,2023/11/8,6,14,14,14,13
松山站,2023/11/8,7,17,14,14,13
松山站,2023/11/8,8,14,17,14,14
松山站,2023/11/8,9,13,14,17,16
松山站,2023/11/8,10,10,13,14,14
松山站,2023/11/8,11,11,10,13,15
松山站,2023/11/8,12,10,11,10,12
松山站,2023/11/8,13,15,10,11,14
松山站,2023/11/8,15,12,15,10,18
松山站,2023/11/8,16,14,12,15,14
松山站,2023/11/8,17,12,14,12,18
松山站,2023/11/8,18,11,12,14,19
松山站,2023/11/8,19,12,11,12,24
松山站,2023/11/8,20,11,12,11,20
松山站,2023/11/8,21,9,11,12,16
松山站,2023/11/8,22,15,9,11,17
松山站,2023/11/8,23,14,15,9,19
松山站,2023/11/9,0,15,14,15,13
松山站,2023/11/9,1,15,15,14,11
松山站,2023/11/9,2,15,15,15,12
松山站,2023/11/9,3,15,15,15,14
松山站,2023/11/9,4,11,15,15,15
松山站,2023/11/9,5,11,11,15,14
松山站,2023/11/9,6,13,11,11,14
松山站,2023/11/9,7,14,13,11,14
松山站,2023/11/9,8,17,14,13,17
松山站,2023/11/9,9,11,17,14,14
松山站,2023/11/9,10,16,11,17,13
松山站,2023/11/9,11,11,16,11,10
松山站,2023/11/9,12,11,11,16,11
松山站,2023/11/9,13,13,11,11,10
松山站,2023/11/9,14,11,13,11,15
松山站,2023/11/9,15,16,11,13,12
松山站,2023/11/9,16,25,16,11,14
松山站,2023/11/9,17,24,25,16,12
松山站,2023/11/9,18,24,24,25,11
松山站,2023/11/9,19,30,24,24,12
松山站,2023/11/9,20,22,30,24,11
松山站,2023/11/9,21,16,22,30,9
松山站,2023/11/9,22,20,16,22,15
松山站,2023/11/9,23,21,20,16,14
松山站,2023/11/10,0,19,21,20,15
松山站,2023/11/10,1,18,19,21,15
松山站,2023/11/10,2,16,18,19,15
松山站,2023/11/10,3,19,16,18,15
松山站,2023/11/10,4,17,19,16,11
松山站,2023/11/10,5,15,17,19,11
松山站,2023/11/10,6,20,15,17,13
松山站,2023/11/10,7,19,20,15,14
松山站,2023/11/10,8,24,19,20,17
松山站,2023/11/10,9,28,24,19,11
松山站,2023/11/10,10,26,28,24,16
松山站,2023/11/10,11,24,26,28,11
松山站,2023/11/10,12,18,24,26,11
松山站,2023/11/10,13,17,18,24,13
松山站,2023/11/10,14,10,17,18,11
松山站,2023/11/10,15,7,10,17,16
松山站,2023/11/10,16,10,7,10,25
松山站,2023/11/10,17,8,10,7,24
松山站,2023/11/10,18,7,8,10,24
松山站,2023/11/10,19,6,7,8,30
松山站,2023/11/10,20,5,6,7,22
松山站,2023/11/10,21,7,5,6,16
松山站,2023/11/10,22,7,7,5,20
松山站,2023/11/10,23,5,7,7,21
松山站,2023/11/11,0,8,5,7,19
松山站,2023/11/11,1,6,8,5,18
松山站,2023/11/11,2,7,6,8,16
松山站,2023/11/11,3,5,7,6,19
松山站,2023/11/11,4,9,5,7,17
松山站,2023/11/11,5,6,9,5,15
松山站,2023/11/11,6,4,6,9,20
松山站,2023/11/11,7,4,4,6,19
松山站,2023/11/11,8,5,4,4,24
松山站,2023/11/11,9,10,5,4,28
松山站,2023/11/11,10,10,10,5,26
松山站,2023/11/11,11,7,10,10,24
松山站,2023/11/11,12,5,7,10,18
松山站,2023/11/11,13,7,5,7,17
松山站,2023/11/11,14,12,7,5,10
松山站,2023/11/11,15,10,12,7,7
松山站,2023/11/11,16,9,10,12,10
松山站,2023/11/11,17,6,9,10,8
松山站,2023/11/11,18,8,6,9,7
松山站,2023/11/11,19,7,8,6,6
松山站,2023/11/11,20,4,7,8,5
松山站,2023/11/11,21,3,4,7,7
松山站,2023/11/11,22,4,3,4,7
松山站,2023/11/11,23,3,4,3,5
松山站,2023/11/12,0,7,3,4,8
松山站,2023/11/12,1,5,7,3,6
松山站,2023/11/12,2,3,5,7,7
松山站,2023/11/12,3,3,3,5,5
松山站,2023/11/12,4,3,3,3,9
松山站,2023/11/12,5,4,3,3,6
松山站,2023/11/12,6,2,4,3,4
松山站,2023/11/12,7,4,2,4,4
松山站,2023/11/12,8,6,4,2,5
松山站,2023/11/12,9,6,6,4,10
松山站,2023/11/12,10,5,6,6,10
松山站,2023/11/12,11,7,5,6,7
松山站,2023/11/12,12,6,7,5,5
松山站,2023/11/12,13,7,6,7,7
松山站,2023/11/12,14,8,7,6,12
松山站,2023/11/12,15,7,8,7,10
松山站,2023/11/12,16,10,7,8,9
松山站,2023/11/12,17,9,10,7,6
松山站,2023/11/12,18,11,9,10,8
松山站,2023/11/12,19,9,11,9,7
松山站,2023/11/12,20,6,9,11,4
松山站,2023/11/12,21,7,6,9,3
松山站,2023/11/12,22,5,7,6,4
松山站,2023/11/12,23,7,5,7,3
松山站,2023/11/13,0,7,7,5,7
松山站,2023/11/13,1,12,7,7,5
松山站,2023/11/13,2,13,12,7,3
松山站,2023/11/13,3,13,13,12,3
松山站,2023/11/13,4,16,13,13,3
松山站,2023/11/13,5,15,16,13,4
松山站,2023/11/13,6,21,15,16,2
松山站,2023/11/13,7,23,21,15,4
松山站,2023/11/13,8,24,23,21,6
松山站,2023/11/13,9,25,24,23,6
松山站,2023/11/13,10,23,25,24,5
松山站,2023/11/13,11,17,23,25,7
松山站,2023/11/13,12,12,17,23,6
松山站,2023/11/13,13,15,12,17,7
松山站,2023/11/13,14,18,15,12,8
松山站,2023/11/13,15,16,18,15,7
松山站,2023/11/13,16,21,16,18,10
松山站,2023/11/13,17,17,21,16,9
松山站,2023/11/13,18,18,17,21,11
松山站,2023/11/13,19,15,18,17,9
松山站,2023/11/13,20,13,15,18,6
松山站,2023/11/13,21,13,13,15,7
松山站,2023/11/13,22,10,13,13,5
松山站,2023/11/13,23,6,10,13,7
松山站,2023/11/14,0,7,6,10,7
松山站,2023/11/14,1,6,7,6,12
松山站,2023/11/14,2,6,6,7,13
松山站,2023/11/14,3,11,6,6,13
松山站,2023/11/14,4,9,11,6,16
松山站,2023/11/14,5,7,9,11,15
松山站,2023/11/14,6,8,7,9,21
松山站,2023/11/14,7,7,8,7,23
松山站,2023/11/14,8,8,7,8,24
松山站,2023/11/14,9,9,8,7,25
松山站,2023/11/14,10,4,9,8,23
松山站,2023/11/14,11,6,4,9,17
松山站,2023/11/14,12,8,6,4,12
松山站,2023/11/14,13,12,8,6,15
松山站,2023/11/14,14,13,12,8,18
松山站,2023/11/14,15,9,13,12,16
松山站,2023/11/14,16,14,9,13,21
松山站,2023/11/14,17,13,14,9,17
松山站,2023/11/14,18,10,13,14,18
松山站,2023/11/14,19,8,10,13,15
松山站,2023/11/14,20,6,8,10,13
松山站,2023/11/14,21,4,6,8,13
松山站,2023/11/14,22,5,4,6,10
松山站,2023/11/14,23,9,5,4,6
松山站,2023/11/15,0,7,9,5,7
松山站,2023/11/15,1,7,7,9,6
松山站,2023/11/15,2,7,7,7,6
松山站,2023/11/15,3,7,7,7,11
松山站,2023/11/15,4,7,7,7,9
松山站,2023/11/15,5,8,7,7,7
松山站,2023/11/15,6,7,8,7,8
松山站,2023/11/15,7,11,7,8,7
松山站,2023/11/15,8,12,11,7,8
松山站,2023/11/15,9,10,12,11,9
松山站,2023/11/15,11,11,10,12,4
松山站,2023/11/15,12,12,11,10,6
松山站,2023/11/15,13,9,12,11,8
松山站,2023/11/15,14,7,9,12,12
松山站,2023/11/15,15,15,7,9,13
松山站,2023/11/15,16,13,15,7,9
松山站,2023/11/15,17,12,13,15,14
松山站,2023/11/15,18,8,12,13,13
松山站,2023/11/15,19,9,8,12,10
松山站,2023/11/15,20,6,9,8,8
松山站,2023/11/15,21,10,6,9,6
松山站,2023/11/15,22,9,10,6,4
松山站,2023/11/15,23,9,9,10,5
松山站,2023/11/16,0,8,9,9,9
松山站,2023/11/16,1,5,8,9,7
松山站,2023/11/16,2,6,5,8,7
松山站,2023/11/16,3,6,6,5,7
松山站,2023/11/16,4,6,6,6,7
松山站,2023/11/16,5,9,6,6,7
松山站,2023/11/16,6,8,9,6,8
松山站,2023/11/16,7,11,8,9,7
松山站,2023/11/16,8,25,11,8,11
松山站,2023/11/16,9,28,25,11,12
松山站,2023/11/16,10,16,28,25,10
松山站,2023/11/16,11,11,16,28,11
松山站,2023/11/16,12,24,11,16,12
松山站,2023/11/16,13,23,24,11,9
松山站,2023/11/16,14,13,23,24,7
松山站,2023/11/16,15,11,13,23,15
松山站,2023/11/16,16,7,11,13,13
松山站,2023/11/16,17,11,7,11,12
松山站,2023/11/16,18,13,11,7,8
松山站,2023/11/16,19,15,13,11,9
松山站,2023/11/16,20,14,15,13,6
松山站,2023/11/16,21,15,14,15,10
松山站,2023/11/16,22,10,15,14,9
松山站,2023/11/16,23,14,10,15,9
松山站,2023/11/17,0,14,14,10,8
松山站,2023/11/17,1,15,14,14,5
松山站,2023/11/17,2,22,15,14,6
松山站,2023/11/17,3,22,22,15,6
松山站,2023/11/17,4,25,22,22,6
松山站,2023/11/17,5,22,25,22,9
松山站,2023/11/17,6,23,22,25,8
松山站,2023/11/17,7,25,23,22,11
松山站,2023/11/17,8,30,25,23,25
松山站,2023/11/17,9,27,30,25,28
松山站,2023/11/17,10,29,27,30,16
松山站,2023/11/17,11,25,29,27,11
松山站,2023/11/17,12,21,25,29,24
松山站,2023/11/17,13,22,21,25,23
松山站,2023/11/17,14,21,22,21,13
松山站,2023/11/17,15,23,21,22,11
松山站,2023/11/17,16,24,23,21,7
松山站,2023/11/17,17,22,24,23,11
松山站,2023/11/17,18,25,22,24,13
松山站,2023/11/17,19,21,25,22,15
松山站,2023/11/17,20,22,21,25,14
松山站,2023/11/17,21,19,22,21,15
松山站,2023/11/17,22,26,19,22,10
松山站,2023/11/17,23,25,26,19,14
松山站,2023/11/18,0,25,25,26,14
松山站,2023/11/18,1,27,25,25,15
松山站,2023/11/18,2,26,27,25,22
松山站,2023/11/18,3,23,26,27,22
松山站,2023/11/18,4,21,23,26,25
松山站,2023/11/18,5,18,21,23,22
松山站,2023/11/18,6,20,18,21,23
松山站,2023/11/18,7,22,20,18,25
松山站,2023/11/18,8,25,22,20,30
松山站,2023/11/18,9,19,25,22,27
松山站,2023/11/18,10,27,19,25,29
松山站,2023/11/18,11,21,27,19,25
松山站,2023/11/18,12,23,21,27,21
松山站,2023/11/18,13,24,23,21,22
松山站,2023/11/18,14,21,24,23,21
松山站,2023/11/18,15,18,21,24,23
松山站,2023/11/18,16,26,18,21,24
松山站,2023/11/18,17,17,26,18,22
松山站,2023/11/18,18,15,17,26,25
松山站,2023/11/18,19,15,15,17,21
松山站,2023/11/18,20,12,15,15,22
松山站,2023/11/18,21,11,12,15,19
松山站,2023/11/18,22,16,11,12,26
松山站,2023/11/18,23,9,16,11,25
松山站,2023/11/19,0,13,9,16,25
松山站,2023/11/19,1,11,13,9,27
松山站,2023/11/19,2,13,11,13,26
松山站,2023/11/19,3,13,13,11,23
松山站,2023/11/19,4,13,13,13,21
松山站,2023/11/19,5,11,13,13,18
松山站,2023/11/19,6,13,11,13,20
松山站,2023/11/19,7,13,13,11,22
松山站,2023/11/19,8,15,13,13,25
松山站,2023/11/19,9,14,15,13,19
松山站,2023/11/19,10,14,14,15,27
松山站,2023/11/19,11,11,14,14,21
松山站,2023/11/19,12,11,11,14,23
松山站,2023/11/19,13,9,11,11,24
松山站,2023/11/19,14,12,9,11,21
松山站,2023/11/19,15,10,12,9,18
松山站,2023/11/19,16,11,10,12,26
松山站,2023/11/19,17,15,11,10,17
松山站,2023/11/19,18,16,15,11,15
松山站,2023/11/19,19,16,16,15,15
松山站,2023/11/19,20,16,16,16,12
松山站,2023/11/19,21,19,16,16,11
松山站,2023/11/19,22,11,19,16,16
松山站,2023/11/19,23,13,11,19,9
松山站,2023/11/20,0,14,13,11,13
松山站,2023/11/20,1,12,14,13,11
松山站,2023/11/20,2,11,12,14,13
松山站,2023/11/20,3,10,11,12,13
松山站,2023/11/20,4,11,10,11,13
松山站,2023/11/20,5,14,11,10,11
松山站,2023/11/20,6,16,14,11,13
松山站,2023/11/20,7,13,16,14,13
松山站,2023/11/20,8,12,13,16,15
松山站,2023/11/20,9,13,12,13,14
松山站,2023/11/20,10,14,13,12,14
松山站,2023/11/20,11,10,14,13,11
松山站,2023/11/20,12,10,10,14,11
松山站,2023/11/20,13,9,10,10,9
松山站,2023/11/20,14,6,9,10,12
松山站,2023/11/20,15,9,6,9,10
松山站,2023/11/20,16,11,9,6,11
松山站,2023/11/20,17,11,11,9,15
松山站,2023/11/20,18,9,11,11,16
松山站,2023/11/20,19,12,9,11,16
松山站,2023/11/20,20,10,12,9,16
松山站,2023/11/20,21,9,10,12,19
松山站,2023/11/20,22,8,9,10,11
松山站,2023/11/20,23,12,8,9,13
松山站,2023/11/21,0,9,12,8,14
松山站,2023/11/21,1,10,9,12,12
松山站,2023/11/21,2,13,10,9,11
松山站,2023/11/21,3,10,13,10,10
松山站,2023/11/21,4,11,10,13,11
松山站,2023/11/21,5,9,11,10,14
松山站,2023/11/21,6,8,9,11,16
松山站,2023/11/21,7,11,8,9,13
松山站,2023/11/21,8,12,11,8,12
松山站,2023/11/21,9,14,12,11,13
松山站,2023/11/21,10,10,14,12,14
松山站,2023/11/21,11,11,10,14,10
松山站,2023/11/21,12,10,11,10,10
松山站,2023/11/21,13,9,10,11,9
松山站,2023/11/21,14,7,9,10,6
松山站,2023/11/21,15,12,7,9,9
松山站,2023/11/21,16,13,12,7,11
松山站,2023/11/21,17,16,13,12,11
松山站,2023/11/21,18,12,16,13,9
松山站,2023/11/21,19,15,12,16,12
松山站,2023/11/21,20,12,15,12,10
松山站,2023/11/21,21,17,12,15,9
松山站,2023/11/21,22,13,17,12,8
松山站,2023/11/21,23,12,13,17,12
松山站,2023/11/22,0,13,12,13,9
松山站,2023/11/22,1,14,13,12,10
松山站,2023/11/22,2,12,14,13,13
松山站,2023/11/22,3,11,12,14,10
松山站,2023/11/22,4,14,11,12,11
松山站,2023/11/22,5,15,14,11,9
松山站,2023/11/22,6,12,15,14,8
松山站,2023/11/22,7,17,12,15,11
松山站,2023/11/22,8,15,17,12,12
松山站,2023/11/22,9,15,15,17,14
松山站,2023/11/22,10,12,15,15,10
松山站,2023/11/22,11,10,12,15,11
松山站,2023/11/22,12,12,10,12,10
松山站,2023/11/22,13,9,12,10,9
松山站,2023/11/22,14,12,9,12,7
松山站,2023/11/22,15,14,12,9,12
松山站,2023/11/22,16,13,14,12,13
松山站,2023/11/22,17,16,13,14,16
松山站,2023/11/22,18,17,16,13,12
松山站,2023/11/22,19,12,17,16,15
松山站,2023/11/22,20,19,12,17,12
松山站,2023/11/22,21,14,19,12,17
松山站,2023/11/22,22,14,14,19,13
松山站,2023/11/22,23,13,14,14,12
松山站,2023/11/23,0,10,13,14,13
松山站,2023/11/23,1,17,10,13,14
松山站,2023/11/23,2,12,17,10,12
松山站,2023/11/23,3,12,12,17,11
松山站,2023/11/23,4,11,12,12,14
松山站,2023/11/23,5,12,11,12,15
松山站,2023/11/23,6,12,12,11,12
松山站,2023/11/23,7,17,12,12,17
松山站,2023/11/23,8,18,17,12,15
松山站,2023/11/23,9,17,18,17,15
松山站,2023/11/23,10,12,17,18,12
松山站,2023/11/23,12,13,12,17,10
松山站,2023/11/23,13,14,13,12,12
松山站,2023/11/23,14,12,14,13,9
松山站,2023/11/23,15,12,12,14,12
松山站,2023/11/23,16,11,12,12,14
松山站,2023/11/23,17,16,11,12,13
松山站,2023/11/23,18,12,16,11,16
松山站,2023/11/23,19,12,12,16,17
松山站,2023/11/23,20,14,12,12,12
松山站,2023/11/23,21,12,14,12,19
松山站,2023/11/23,22,15,12,14,14
松山站,2023/11/23,23,15,15,12,14
松山站,2023/11/24,0,14,15,15,13
松山站,2023/11/24,1,11,14,15,10
松山站,2023/11/24,2,18,11,14,17
松山站,2023/11/24,3,32,18,11,12
松山站,2023/11/24,4,69,32,18,12
松山站,2023/11/24,5,73,69,32,11
松山站,2023/11/24,6,65,73,69,12
松山站,2023/11/24,7,61,65,73,12
松山站,2023/11/24,8,68,61,65,17
松山站,2023/11/24,9,53,68,61,18
松山站,2023/11/24,10,41,53,68,17
松山站,2023/11/24,11,29,41,53,12
松山站,2023/11/24,12,21,29,41,13
松山站,2023/11/24,13,24,21,29,14
松山站,2023/11/24,14,18,24,21,12
松山站,2023/11/24,15,20,18,24,12
松山站,2023/11/24,16,21,20,18,11
松山站,2023/11/24,17,23,21,20,16
松山站,2023/11/24,18,17,23,21,12
松山站,2023/11/24,19,21,17,23,12
松山站,2023/11/24,20,15,21,17,14
松山站,2023/11/24,21,19,15,21,12
松山站,2023/11/24,22,21,19,15,15
松山站,2023/11/24,23,21,21,19,15
松山站,2023/11/25,0,14,21,21,14
松山站,2023/11/25,1,18,14,21,11
松山站,2023/11/25,2,15,18,14,18
松山站,2023/11/25,3,17,15,18,32
松山站,2023/11/25,4,13,17,15,69
松山站,2023/11/25,5,18,13,17,73
松山站,2023/11/25,6,16,18,13,65
松山站,2023/11/25,7,12,16,18,61
松山站,2023/11/25,8,13,12,16,68
松山站,2023/11/25,9,14,13,12,53
松山站,2023/11/25,10,15,14,13,41
松山站,2023/11/25,11,12,15,14,29
松山站,2023/11/25,12,8,12,15,21
松山站,2023/11/25,13,6,8,12,24
松山站,2023/11/25,14,8,6,8,18
松山站,2023/11/25,15,15,8,6,20
松山站,2023/11/25,16,11,15,8,21
松山站,2023/11/25,17,10,11,15,23
松山站,2023/11/25,18,7,10,11,17
松山站,2023/11/25,19,7,7,10,21
松山站,2023/11/25,20,10,7,7,15
松山站,2023/11/25,21,10,10,7,19
松山站,2023/11/25,22,9,10,10,21
松山站,2023/11/25,23,12,9,10,21
松山站,2023/11/26,0,9,12,9,14
松山站,2023/11/26,1,11,9,12,18
松山站,2023/11/26,2,11,11,9,15
松山站,2023/11/26,3,8,11,11,17
松山站,2023/11/26,4,7,8,11,13
松山站,2023/11/26,5,7,7,8,18
松山站,2023/11/26,6,6,7,7,16
松山站,2023/11/26,7,7,6,7,12
松山站,2023/11/26,8,7,7,6,13
松山站,2023/11/26,9,5,7,7,14
松山站,2023/11/26,10,6,5,7,15
松山站,2023/11/26,11,11,6,5,12
松山站,2023/11/26,12,24,11,6,8
松山站,2023/11/26,13,9,24,11,6
松山站,2023/11/26,14,13,9,24,8
松山站,2023/11/26,15,10,13,9,15
松山站,2023/11/26,16,11,10,13,11
松山站,2023/11/26,17,8,11,10,10
松山站,2023/11/26,18,10,8,11,7
松山站,2023/11/26,19,12,10,8,7
松山站,2023/11/26,20,12,12,10,10
松山站,2023/11/26,21,11,12,12,10
松山站,2023/11/26,22,11,11,12,9
松山站,2023/11/26,23,11,11,11,12
松山站,2023/11/27,0,16,11,11,9
松山站,2023/11/27,1,10,16,11,11
松山站,2023/11/27,2,7,10,16,11
松山站,2023/11/27,3,11,7,10,8
松山站,2023/11/27,4,15,11,7,7
松山站,2023/11/27,5,12,15,11,7
松山站,2023/11/27,6,10,12,15,6
松山站,2023/11/27,7,13,10,12,7
松山站,2023/11/27,8,19,13,10,7
松山站,2023/11/27,9,20,19,13,5
松山站,2023/11/27,10,16,20,19,6
松山站,2023/11/27,11,12,16,20,11
松山站,2023/11/27,12,16,12,16,24
松山站,2023/11/27,13,13,16,12,9
松山站,2023/11/27,14,17,13,16,13
松山站,2023/11/27,15,21,17,13,10
松山站,2023/11/27,16,16,21,17,11
松山站,2023/11/27,17,17,16,21,8
松山站,2023/11/27,18,15,17,16,10
松山站,2023/11/27,19,15,15,17,12
松山站,2023/11/27,20,15,15,15,12
松山站,2023/11/27,21,18,15,15,11
松山站,2023/11/27,22,14,18,15,11
松山站,2023/11/27,23,22,14,18,11
松山站,2023/11/28,0,18,22,14,16
松山站,2023/11/28,1,19,18,22,10
松山站,2023/11/28,2,24,19,18,7
松山站,2023/11/28,3,22,24,19,11
松山站,2023/11/28,4,21,22,24,15
松山站,2023/11/28,5,27,21,22,12
松山站,2023/11/28,6,24,27,21,10
松山站,2023/11/28,7,27,24,27,13
松山站,2023/11/28,8,26,27,24,19
松山站,2023/11/28,9,29,26,27,20
松山站,2023/11/28,10,25,29,26,16
松山站,2023/11/28,11,25,25,29,12
松山站,2023/11/28,12,22,25,25,16
松山站,2023/11/28,13,24,22,25,13
松山站,2023/11/28,14,25,24,22,17
松山站,2023/11/28,15,23,25,24,21
松山站,2023/11/28,16,26,23,25,16
松山站,2023/11/28,17,26,26,23,17
松山站,2023/11/28,18,29,26,26,15
松山站,2023/11/28,19,25,29,26,15
松山站,2023/11/28,20,24,25,29,15
松山站,2023/11/28,21,24,24,25,18
松山站,2023/11/28,22,20,24,24,14
松山站,2023/11/28,23,25,20,24,22
松山站,2023/11/29,0,18,25,20,18
松山站,2023/11/29,1,20,18,25,19
松山站,2023/11/29,2,19,20,18,24
松山站,2023/11/29,3,22,19,20,22
松山站,2023/11/29,4,22,22,19,21
松山站,2023/11/29,5,19,22,22,27
松山站,2023/11/29,6,21,19,22,24
松山站,2023/11/29,7,29,21,19,27
松山站,2023/11/29,8,25,29,21,26
松山站,2023/11/29,9,24,25,29,29
松山站,2023/11/29,10,26,24,25,25
松山站,2023/11/29,11,25,26,24,25
松山站,2023/11/29,12,20,25,26,22
松山站,2023/11/29,13,29,20,25,24
松山站,2023/11/29,14,28,29,20,25
松山站,2023/11/29,15,31,28,29,23
松山站,2023/11/29,16,17,31,28,26
松山站,2023/11/29,17,8,17,31,26
松山站,2023/11/29,18,20,8,17,29
松山站,2023/11/29,19,16,20,8,25
